Mensagem,solicita_senha,solicita_codigo_autenticacao,solicita_dados_bancarios,solicita_dados_pessoais,solicita_dados_cartao,solicita_atualizacao_cadastro,solicita_pagamento,solicita_clique,solicita_ligacao,menciona_bloqueio_conta,carga_emocional,possui_urgencia,possui_ameaca,possui_linguagem_alarmista,possui_recompensa,possui_reembolso,possui_vantagem_inesperada,possui_oferta_financeira,possui_url,possui_url_encurtada,possui_telefone,possui_pix,possui_erros_ortografia_gramatica,possui_chamada_acao,possivel_golpe,Coluna 27
G-551029 e seu codigo de verificacao do portal de servicos da Prefeitura.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ALERTA NUBANK: Transação não autorizada de R$ 1.800,00 em seu cartão de crédito. Bloqueie em: https://nubank-bloqueio-cartao-urgente.online",0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, o pneu da minha bicicleta furou. Pode me buscar no parque?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco: Atualizacao obrigatoria do Token no aplicativo para clientes com chave cadastrada. Acesse: https://bradesco-token-atualizacao.site,0,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você me passa a lista de presença do treinamento de segunda-feira por favor?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Casas Bahia: Seu crédito para compras na loja física foi aprovado no valor de R$ 5.000. Ative em: https://casasbahia-credito-loja.me,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
Sua encomenda dos Correios saiu para entrega ao destinatario. Acompanhe pelo aplicativo oficial.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URGENTE: Notificacao da 1a Vara de Execucao referente a divida bancaria. Regularize antes da penhora em: https://justica-execucao-civel.site,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
G-392019 e seu codigo de verificacao do cadastro na Uber.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Banco do Brasil: Tentativa de login no seu aplicativo a partir de um novo aparelho. Cancele em: https://bb-cancelamento-login.top,1,0,0,0,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mãe, precisei comprar um remedio para dor de cabeca e fiquei sem troco. Me faz um Pix de R$ 25?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
Itaú Personnalité: Seu limite de crédito foi reajustado para R$ 40.000. Confirme a alteração no app: https://itau-limite-personnalite.site,0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
"Oi <NOME>, você tem o telefone daquela desentupidora que atendeu o condomínio mês passado?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Serasa Experian: Nome protestado em cartorio por inadimplencia. Negocie com ate 90% de desconto via Pix: https://serasa-protesto-cartorio.online,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,1,1,0,0,1,0,1,1,
G-102948 e seu codigo de verificacao do aplicativo do iFood.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Santander: Transação via Pix suspeita de R$ 3.500,00 retida para analise. Cancele no link oficial: https://santander-pix-retido.top",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe se a reunião de hoje à tarde vai ser presencial ou online?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shopee: Pacote devolvido ao remetente por falta de pagamento da taxa de entrega. Pague agora no Pix: https://shopee-taxa-despacho.site,0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,1,0,1,1,
Sua fatura da operadora Tim vence em 2 dias. Pague pelo app Meu Tim e evite cobranças de juros.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco: Suspensão temporária do seu cartão de crédito por tentativa de fraude. Desbloqueie em: https://bradesco-desbloqueio-cartao.online,0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, o mercado aqui perto de casa ta aceitando Pix, me manda R$ 50 para eu comprar o pao e o leite?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Caixa Econômica: Seu empréstimo do Caixa Tem foi aprovado no valor de R$ 4.500,00. Solicite o resgate: https://caixa-emprestimo-resgate.online",0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
G-551900 e seu codigo de seguranca para login na sua conta do Spotify.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALERTA NUBANK: Notificação de bloqueio da sua conta por tentativa de invasão. Reative no link: https://nubank-reativacao-conta.top,0,0,0,1,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, o professor postou os slides da aula de hoje no portal do aluno.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Amazon Brasil: Seu pedido de fone de ouvido foi taxado na alfandega em R$ 22,00. Pague via Pix para liberar: https://amazon-taxa-alfandega.online",0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,0,0,0,1,0,0,1,0,1,1,
"Sua fatura de energia elétrica da CPFL fechou em R$ 145,00. Consulte os detalhes no portal do cliente.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Itaú: Seu token iToken expira hoje as 23:59. Recadastre no aplicativo para manter o acesso a conta: https://itau-itoken-recadastro.site,0,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi filho, precisei parar na padaria e esqueci a carteira. Me faz um Pix de R$ 30?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Magazine Luiza: Oferta relâmpago! Airfryer por apenas R$ 199,00 no Pix. Estoque limitado: https://magalu-promocao-airfryer.tech",0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,1,0,1,1,
G-881922 e seu codigo de verificacao do login no site do Mercado Livre.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Banco do Brasil: Transação suspeita de R$ 2.300,00 aprovada no cartão de crédito. Cancele no link: https://bb-cancelamento-compra.top",0,0,0,0,1,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, voce tem o link da planilha de fornecedores para me enviar por e-mail?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DETRAN: Aviso de suspensão temporária da CNH por pontos acumulados. Regularize via Pix no link: https://detran-cnh-regularizar.site,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,1,0,1,1,
Sua encomenda dos Correios esta pronta para retirada na agencia central. Apresente um documento oficial com foto.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santander: Notificação de cobrança referente ao limite de cheque especial. Ligue para 0800-888-5522,0,0,0,0,0,0,1,0,1,0,Alto,1,0,1,0,0,0,0,0,0,1,0,0,1,1,
"Oi mãe, perdi meu carregador de celular no trabalho. Você tem um sobrando para me emprestar?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shopee: Pacote parado no centro de distribuição por falta de pagamento do frete complementar. Pague em: https://shopee-frete-complementar.online,0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
G-102919 e seu codigo de verificacao do cadastro da Uber Eats.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bradesco: Transferência via Pix no valor de R$ 3.100,00 pendente de aprovação. Cancele no link: https://bradesco-pix-aprovação.top",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe se o relatório mensal de vendas já foi disponibilizado na rede?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caixa Econômica: Seu saldo do PIS/PASEP foi liberado para saque imediato no Caixa Tem. Acesse: https://caixa-pispasep-saque.online,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
Sua fatura de celular da Vivo vence em 5 dias. Acesse o aplicativo Meu Vivo para consultar a 2a via.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALERTA BANCO INTER: Detectamos tentativa de alteração de senha cadastrada. Cancele no link oficial: https://bancointer-alteracao-senha.site,1,0,0,0,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, o borracheiro ja arrumou o pneu do meu carro. Me faz um Pix de R$ 35 para eu pagar ele?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
Serasa Experian: quite seus debitos do cartao de credito com ate 95% de desconto no Feirão Limpa Nome: https://serasa-limpanome-feirao.top,0,0,0,0,0,0,1,1,0,0,Alto,1,0,1,0,0,0,1,1,0,0,0,0,1,1,
G-551020 e seu codigo de verificacao de seguranca para login no portal do aluno.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Itaú: Notificação de bloqueio da sua conta por inconsistência cadastral. Regularize em: https://itau-regulariza-cadastro.online,0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você pode me confirmar se o arquivo do contrato já foi assinado pelo cliente?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Magazine Luiza: Seu cupom de R$ 400 em compras expira hoje. Resgate no aplicativo oficial ou no link: https://magalu-cupom-resgate.site,0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,0,0,1,1,
Sua mensalidade escolar do mês de Setembro vence em 10 dias. Baixe o boleto no portal da instituição.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nubank: Saque em caixa eletrônico no valor de R$ 1.800,00 realizado em sua conta. Cancele em: https://nubank-saque-cancelamento.top",0,0,0,0,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe qual é o horário da reunião de equipe amanhã de manhã?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Amazon Brasil: Seu pedido de carregador portátil foi taxado na alfândega. Pague em: https://amazon-alfandega-taxa.online,0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
G-771920 e seu codigo de verificacao do login no aplicativo do WhatsApp.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santander: Atualização de chaves de segurança pendente. Evite a suspensão do aplicativo Way em: https://santander-way-seguranca.site,0,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi filho, esqueci de levar o troco do pao e to no caixa. Me faz um Pix de R$ 15?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Sua fatura de cartão de crédito Nubank fechou em R$ 890,00. Consulte os lançamentos pelo aplicativo.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bradesco: Detecção de transação via Pix não autorizada de R$ 2.500,00. Cancele no link: https://bradesco-cancelamento-pix.online",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, me avisa quando você chegar no escritório para alinharmos os detalhes do projeto.",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shopee: Pacote parado no centro logístico devido a pendência de endereço. Atualize em: https://shopee-endereco-atualiza.me,0,0,0,0,0,1,0,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
G-102948 e seu codigo de seguranca para login no portal de compras da Casas Bahia.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Banco do Brasil: Troca de e-mail cadastrado em andamento. Caso desconheça a solicitação, cancele em: https://bb-cancelar-email.top",0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mãe, perdi meu guarda-chuva no ônibus hoje de manhã. Você tem algum sobrando em casa?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caixa Econômica: Seu empréstimo pessoal Caixa Tem no valor de R$ 5.000 foi aprovado. Acesse: https://caixatem-emprestimo-online.site,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,0,0,1,1,1,0,0,0,0,1,1,
Sua fatura do plano de internet fibra ótica da Claro vence amanhã. Acesse o Minha Claro para baixar.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URGENTE: Notificação judicial referente a penhora de contas bancárias por débitos pendentes. Ligue 0800-999-7711,0,0,0,0,0,0,1,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
"Oi <NOME>, você vai conseguir ir no futebol com o pessoal da empresa hoje à noite?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Itaú: Transação via Pix suspeita no valor de R$ 1.700,00 retida para análise. Cancele em: https://itau-pix-analise-urgente.online",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
G-392019 e seu codigo de verificacao do login no portal da previdencia.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Serasa Experian: Oportunidade única para renegociar suas dívidas por R$ 49,90 no Pix: https://serasa-renegociacao-pix.top",0,0,0,0,0,0,1,1,0,0,Alto,1,0,1,0,0,0,1,1,0,0,1,0,1,1,
"Oi <NOME>, você me manda o arquivo da ata da última reunião de condomínio por e-mail?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santander: Suspensão do seu cartão de crédito por inconsistência nos dados de cadastro. Atualize: https://santander-cadastro-atualiza.site,0,0,0,1,1,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, esqueci minha marmita em casa. Você tem como trazer para mim no almoço?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Magazine Luiza: Seu cupom de R$ 500 em compras expira em 2 horas. Ative no link: https://magalu-cupom-expirando.top,0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,0,0,1,1,
"Sua fatura de água e esgoto do mês de Setembro fechou em R$ 95,00. Pague pelo app do seu banco.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ALERTA NUBANK: Detectamos uma tentativa de compra suspeita de R$ 3.200,00 no cartão virtual. Cancele em: https://nubank-cancelar-compra.online",0,0,0,0,1,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe se o relatório financeiro do terceiro trimestre já foi publicado?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G-551092 e seu codigo de seguranca para login no aplicativo da Caixa Econômica.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco: Chave Pix não cadastrada tentando realizar transferência na sua conta. Cancele no link: https://bradesco-cancelar-pix-chave.site,0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mãe, precisei comprar um remédio na farmácia e perdi meu cartão. Me faz um Pix de R$ 45?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Amazon Brasil: Seu vale-presente de R$ 150,00 está disponível para resgate. Acesse: https://amazon-valepresente-resgate.site",0,0,0,0,0,0,0,1,0,0,Baixo,0,0,0,1,0,1,1,1,0,0,0,0,1,1,
Sua fatura do plano de celular da TIM vence em 3 dias. Evite suspensão dos serviços pagando pelo aplicativo.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URGENTE: Notificação de cobrança judicial por pendência na Secretaria da Fazenda. Regularize em: https://sefaz-cobranca-judicial.online,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você tem a lista de presença dos participantes do workshop do mês passado?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shopee: Seu pacote está retido por falta de documento de fiscalização. Regularize em: https://shopee-fiscalizacao-pacote.online,0,0,0,0,0,1,0,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
G-881900 e seu codigo de verificacao do login no site da Magalu.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Itaú: Atualização obrigatória das chaves de segurança do aplicativo Itaú no celular. Evite o bloqueio: https://itau-chaves-seguranca.site,0,0,0,0,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi filho, precisei pagar a taxa da luz e fiquei sem saldo. Me manda um Pix de R$ 70 para pagar a conta?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
Sua encomenda dos Correios saiu para entrega ao destinatário no endereço cadastrado.,0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Banco do Brasil: Transferência de R$ 2.100,00 retida para validação de segurança. Cancele em: https://bb-validacao-pix.top",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe qual é o link da sala virtual para a palestra de hoje à noite?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DETRAN: Aviso de penalidade por excesso de velocidade registrada. Acesse o portal do recurso em: https://detran-recurso-multas.online,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
G-102900 e seu codigo de autenticacao de login da conta do Instagram.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santander: Detectamos uma tentativa de login suspeita em seu aplicativo. Altere sua senha no link: https://santander-senha-alterar.site,1,0,0,0,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, perdi a hora do ônibus e vou ter que pegar um aplicativo de transporte. Me faz um Pix de R$ 30?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Sua fatura de cartão de crédito Bradesco fechou em R$ 920,00. Acesse o aplicativo para emitir o boleto.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALERTA NUBANK: Bloqueio do cartão virtual por tentativa de compra em site não seguro. Desbloqueie em: https://nubank-desbloqueio-cartao.top,0,0,0,0,1,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você tem a planilha de acompanhamento dos projetos do departamento para me mandar?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caixa Econômica: Seu saque do FGTS emergencial foi liberado. Solicite a transferência via Pix em: https://caixa-fgts-emergencial.top,0,0,0,0,0,0,0,1,0,0,Médio,0,0,0,1,0,1,1,1,0,0,1,0,1,1,
G-771822 e seu codigo de verificacao do login no site da Amazon.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco: Comunicado sobre encerramento de conta corrente por falta de recadastramento. Acesse: https://bradesco-recadastramento-conta.site,0,0,0,1,0,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você pode me confirmar o horário da nossa reunião com o cliente na sexta-feira?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Serasa Experian: Oportunidade de ouro para quitar suas dívidas ativas com até 95% de desconto no Pix: https://serasa-quitar-dividas.online,0,0,0,0,0,0,1,1,0,0,Alto,1,0,1,0,0,0,1,1,0,0,1,0,1,1,
"Sua fatura de celular da operadora Claro do mês de Setembro fechou em R$ 79,90. Pague pelo app.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Itaú: Transferência Pix de R$ 1.950,00 suspeita de fraude em sua conta. Cancele no link oficial: https://itau-cancelar-pix.top",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mãe, esqueci meu guarda-chuva no trabalho. Você consegue me buscar na estação de metrô?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G-392011 e seu codigo de verificacao de seguranca da conta da Microsoft.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Shopee: Pacote parado no centro logístico. Pague a taxa de entrega expressa de R$ 12,00 para liberar: https://shopee-taxa-expressa.online",0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, me envia a pauta da reunião do comitê de segurança do condomínio quando puder?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Banco do Brasil: Chave Pix cadastrada com sucesso na sua conta. Caso desconheça a alteração, cancele em: https://bb-chavepix-cancelar.site",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi filho, precisei pagar o conserto do chuveiro e fiquei sem troco. Me faz um Pix de R$ 40?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
Magazine Luiza: Seu cupom de R$ 300 para compras na loja física expira hoje. Resgate no link: https://magalu-cupom-loja.online,0,0,0,0,0,0,0,1,0,0,Médio,1,0,0,1,0,1,1,1,0,0,0,0,1,1,
Sua fatura de energia da Enel do mês de Setembro vence em 8 dias. Pague pelo aplicativo oficial.,0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URGENTE: Notificação judicial referente a penhora de bens por cobrança bancária. Ligue para 0800-777-9911,0,0,0,0,0,0,1,0,1,1,Alto,1,1,1,0,0,0,0,0,0,1,0,0,1,1,
"Oi <NOME>, você tem o telefone daquela clínica de exames laboratoriais aqui do bairro?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Santander: Transação via Pix suspeita de R$ 2.800,00 em análise de segurança. Cancele no link: https://santander-analise-pix.online",0,0,0,0,0,0,0,1,0,0,Alto,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
G-102930 e seu codigo de verificacao para acesso ao aplicativo do Banco C6.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALERTA BANCO INTER: Tentativa de login efetuada a partir de um dispositivo não reconhecido. Bloqueie em: https://bancointer-bloqueio-login.site,1,0,0,0,0,0,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi pai, perdi a chave da gaveta do meu escritório. Você tem uma chave reserva aí na sua caixa de ferramentas?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Casas Bahia: Seu carnê digital possui desconto de 80% para quitação hoje no Pix: https://casasbahia-quitacao-carne.top,0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,1,1,0,0,1,0,1,1,
"Sua fatura de cartão de crédito Itaú fechou em R$ 1.450,00. Pague pelo app Itaú no seu celular.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bradesco: Seu cartão de crédito foi temporariamente bloqueado por falta de atualização cadastral. Acesse: https://bradesco-cadastro-cartao.online,0,0,0,1,1,1,0,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você me manda o arquivo da apresentação de resultados do trimestre por e-mail?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Shopee: Pacote parado na alfândega. Pague a taxa de despacho de R$ 18,00 via Pix para liberação: https://shopee-despacho-alfandega.top",0,0,0,0,0,0,1,1,0,0,Médio,1,0,0,0,0,0,0,1,0,0,1,0,1,1,
G-551029 e seu codigo de verificacao de seguranca para login no portal do e-CAC.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Amazon Brasil: Seu pedido foi retido por inconformidade fiscal. Pague a multa de R$ 28,00 em: https://amazon-multa-fiscal.online",0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi mãe, precisei comprar o remédio para dor de dente e esqueci a carteira. Me faz um Pix de R$ 35?",0,0,0,0,0,0,1,0,0,0,Alto,1,0,1,0,0,0,0,0,0,0,1,0,1,1,
"Sua fatura de serviços de internet de alta velocidade Claro Fibra fechou em R$ 129,90. Acesse o portal.",0,0,0,0,0,0,1,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Itaú: Notificação de cobrança referente a saldo devedor em conta corrente. Regularize em: https://itau-regulariza-saldo.site,0,0,0,0,0,0,1,1,0,0,Médio,1,0,1,0,0,0,0,1,0,0,0,0,1,1,
"Oi <NOME>, você sabe qual é o horário do treinamento de novos colaboradores amanhã de manhã?",0,0,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DETRAN: CNH com processo de cassação iniciado por infração no trânsito. Acesse a defesa em: https://detran-cnh-defesa.online,0,0,0,0,0,0,1,1,0,1,Alto,1,1,1,0,0,0,0,1,0,0,0,0,1,1,
G-881900 e seu codigo de autenticacao de login da conta do Mercado Pago.,0,1,0,0,0,0,0,0,0,0,Baixo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
